"排名","代號 ▲","名稱","成交","漲跌價","漲跌幅","平均增減(元)","2005增減(元)","2006增減(元)","2007增減(元)","2008增減(元)","2009增減(元)","2010增減(元)","2011增減(元)","2012增減(元)","2013增減(元)","2014增減(元)","2015增減(元)","2016增減(元)","17Q2增減(元)","17Q3增減(元)"
"384",="1539","巨庭","21.9","0","0%","+0.21","-3.29","+3.08","+1.04","-1.77","-0.4","+0.1","+0.38","+0.23","+1.63","+0.63","+1.41","-0.47","-1.24",""
"194",="1540","喬福","14.85","+0.05","+0.34%","-0.09","+0.34","+1.99","+0.2","-0.23","-0.74","-1.93","+0.45","-0.52","+0.29","+1.02","-1.77","-0.23","-0.19",""
"193",="1541","錩泰","48.95","-0.25","-0.51%","+0.35","-0.68","+0.71","+0.97","-0.62","+1.88","-1.91","-0.55","-0.98","+0.74","+2.35","+1.53","+0.78","-1.73",""
"119",="1558","伸興","127","0","0%","+0.57","-4.21","+3.16","-1.56","-1.25","+7.89","+1.19","+0.17","-1.01","+1.42","+0.65","+0.49","-0.13","-2.97",""
"690",="1560","中砂","77.4","+0.7","+0.91%","-0.13","-0.56","+0.46","-1.84","-2.13","-1.68","+2.15","+1.36","+0.04","+0.58","+0.9","-0.49","-0.35","","+1.46"
"839",="1565","精華","859","+9","+1.06%","+2.56","+1.25","+2.37","+2.4","+0.58","+1.22","+4.92","+3.86","+2.72","+7.82","-0.5","-2.32","+6.38","","-1.98"
"794",="1566","捷邦","19.5","0","0%","+0.12","+2.52","-0.43","-0.39","-1.73","+1.28","+0.22","-0.54","-0.09","-0.35","+0.45","+1.71","-1.16","+0.29",""
"858",="1568","倉佑","39.4","-0.8","-1.99%","+0.03","-0.98","-1.02","+0.93","-0.3","-2.76","+1.91","+1","+1.11","-0.36","+0.25","+0.16","+0.44","+0.1",""
"1169",="1569","濱川","37.8","+0.8","+2.16%","-0.07","+1.38","-0.71","-1.98","-0.44","+2.6","-2.02","+1.51","-1.49","-2.17","-0.3","-2.75","+5.48","+1.08",""
"861",="1570","力肯","16.55","+0.05","+0.3%","-0.26","+0.86","-3.36","-0.51","-2.61","-1.77","+2.32","-0.06","+0.8","+1.61","-0.1","+0.19","-0.44","+0.17",""
"371",="1580","新麥","152","-0.5","-0.33%","+0.77","+1.26","-0.05","+1.04","-0.36","+2.71","+2.92","+0.35","-0.54","+1.7","+0.08","-1.41","+1.55","-0.01",""
"94",="1582","信錦","69.2","+0.4","+0.58%","+0.13","","+6.06","-1.61","-5.42","+2.01","-1.84","-0.14","+1.56","-0.84","+1.28","-0.43","+0.78","","+0.13"
"1114",="1583","程泰","63.1","-0.1","-0.16%","-0.35","","","+0.86","-4.85","-1.4","+1.93","+2.76","-0.84","-0.15","+2.83","-0.67","-3.97","-0.12",""
"1272",="1584","精剛","11.75","+0.15","+1.29%","-0.27","","+1.1","-0.43","-4.54","-0.6","+2.27","+0.58","-2.35","-1.16","+1.59","-0.55","+1.14","-0.47",""
"1273",="1586","和勤","44.4","+0.05","+0.11%","-0.58","","","","-2.34","+1.14","-0.33","-2.29","-0.55","+0.63","+0.44","-1.51","-0.39","+0.67",""
"419",="1589","永冠-KY","61.5","-1.9","-3%","+0.96","","","","","","","","+0.07","+1.57","+4.42","+2.46","-3.74","","-3.81"
"1156",="1590","亞德客-KY","459.5","-9.5","-2.03%","+1.35","","","","","","+6.46","+1.24","-1.64","+3.19","-0.16","-2.75","+3.08","+3.18",""
"872",="1591","駿吉-KY","34","-1","-2.86%","+0.29","","","","","","+1.25","+0.83","+0.94","-1","-0.51","-0.21","+0.7","","-1.12"
"151",="1592","英瑞-KY","30.85","-0.75","-2.37%","-0.12","","","","","","","","","","-2.93","+0.08","+2.48","-1.01",""
"168",="1593","祺驊","42.85","+0.35","+0.82%","+0.25","","","","","","+0.52","-0.21","-0.12","+0.06","+0.47","+0.91","+0.09","-0.22",""
"1018",="1595","川寶","68.9","+1.1","+1.62%","-0.46","","","","","","+4.29","+0.81","-2.45","-0.39","+1.36","-2.15","-4.71","","+1.13"
"1175",="1597","直得","102.5","+5.5","+5.67%","+0.12","","","","","","+1.75","+4.41","-5.28","-0.41","-0.7","+0.91","+0.19","","+1.52"
"403",="1598","岱宇","39.2","-0.1","-0.25%","-0.03","","","","","","","-1.93","-1.42","-0.01","+3.67","-0.89","+0.41","-2.75",""
"43",="1599","宏佳騰","42.1","-0.1","-0.24%","+0.46","","","","","","","+2.45","-0.27","-1.14","-1.53","+5.35","-2.09","","-2.58"
"1063",="1603","華電","26.85","-0.05","-0.19%","+0.26","+1.42","+0.03","+0.34","+0.19","+0.84","-0.65","-0.4","+0.8","-0.46","+0.01","+1.08","-0.08","+0.09",""
"38",="1604","聲寶","14.05","0","0%","+0.2","-3.59","-0.54","+2.37","+6.95","-4.51","+0.36","+0.1","+0.59","-0.14","+0.45","-0.25","+0.65","-0.69",""
"597",="1605","華新","16.3","+0.45","+2.84%","-0.11","-2.16","+2.2","-2.16","-2.08","+2.04","+1.08","-2.75","+0.26","+0.17","+1.41","-0.19","+0.88","","+0.54"
"1274",="1608","華榮","10.8","+0.45","+4.35%","-0.03","-0.78","+0.84","+0.88","-3.65","+3.96","-1.3","-0.52","+1.14","-0.15","-0.98","-0.31","+0.56","+0.52",""
"1275",="1609","大亞","10.45","+0.74","+7.62%","-0.1","-0.41","+0.02","-0.72","-1.66","+1.68","+0.53","-0.2","-0.29","+0.03","-0.21","-1.01","+1.02","","+0.66"
"1276",="1611","中電","9.7","+0.26","+2.75%","-0.22","+0.37","+0.84","-0.48","-0.58","+0.34","+0.36","+0.01","-1.09","-1.6","+0.66","+0.72","-2.18","-0.02",""
"953",="1612","宏泰","10.85","+0.2","+1.88%","-0.04","+0.52","+0.59","+0.45","-2.17","+0.54","+0.39","-0.66","-0.26","-0.06","+0.61","-0.64","+0.17","+0.38",""
"547",="1614","三洋電","23.3","+0.05","+0.22%","-0.04","+0.09","-0.4","-0.07","-0.43","-0.16","+0.29","+0.32","-0.39","-0.15","+0.03","+0.12","+0.23","-0.42",""
"412",="1615","大山","14.1","0","0%","-0.04","-1.55","+1.98","-0.16","-0.63","+0.66","+0.09","-1.21","+0.24","-0.49","+0.47","-0.6","+0.7","+0.28",""
"1277",="1616","億泰","5.68","+0.11","+1.97%","-0.07","-0.18","+0.2","-1.67","-0.55","+0.98","-0.07","-0.64","+1.09","-0.05","-1.02","+2.01","-0.9","-0.1",""
"877",="1617","榮星","13.65","+0.45","+3.41%","0","-0.58","+0.75","-0.52","-1.77","+0.83","+1.5","-1.4","-0.07","+0.74","+0.21","+0.06","+0.21","+0.19",""
"843",="1618","合機","9.62","+0.14","+1.48%","-0.11","-1.26","+0.37","-0.55","-0.59","+2.17","+0.73","-1.64","+0.44","-1.46","+0.21","+0.51","-0.23","+0.07",""
"740",="1626","艾美特-KY","27.45","-0.1","-0.36%","+0.04","","","","","","","","+2.54","+0.47","-7.81","+1.94","+3.08","","-1.26"
"793",="1701","中化","17.95","+0.05","+0.28%","-0.16","-2.85","+0.69","-0.08","-0.56","+1.09","-0.09","-0.18","+0.05","-0.27","+0.36","+0.02","-0.14","-0.19",""
"533",="1702","南僑","61.2","0","0%","+0.36","-0.73","-0.41","+0.66","-0.03","+1.49","+0.58","-0.72","+0.4","+1.64","+0.38","+0.67","+0.37","-0.57",""
"145",="1704","榮化","41.65","+0.75","+1.83%","+0.25","+1.6","-0.15","-0.97","+0.73","+1.39","+0.25","-1.15","-2.62","-1.01","-9.5","+21.4","-7.04","","-0.03"
"767",="1707","葡萄王","183","+2.5","+1.39%","+0.76","+0.39","+0.23","+0.07","-0.13","+1.65","+0.37","+0.35","+1.12","+1.67","+0.82","+0.83","+1.75","","-0.21"
"785",="1708","東鹼","29.45","+0.15","+0.51%","+0.22","+0.42","+1.14","+0.35","+1.23","-1.99","+1.09","+0.49","-0.25","-0.26","+1.11","-1.25","+0.5","","+0.21"
"34",="1709","和益","18.35","+0.15","+0.82%","+0.13","+0.66","-0.16","-0.01","+0.27","-0.03","+0.48","+0.62","-1.22","-0.26","-0.26","+1.05","+0.48","-0.2",""
"1205",="1710","東聯","28.5","+2.1","+7.95%","-0.39","-1.07","-1.1","+1.08","-1.59","+0.39","+0.83","+1","-2.32","+0.13","-1.32","-0.27","-0.5","","+2.4"
"935",="1711","永光","18.65","+0.05","+0.27%","-0.01","-0.6","0","-0.03","-0.06","+0.59","+1.03","-0.78","+0.04","+0.13","-0.08","-0.08","-0.22","-0.26",""
"440",="1712","興農","18.2","+0.05","+0.28%","+0.07","-0.54","+0.45","+0.03","+0.45","-0.03","-0.06","+0.01","+0.19","+0.16","+0.14","-0.48","+0.57","+0.02",""
"770",="1713","國化","16.65","-0.1","-0.6%","-0.02","+0.24","-0.84","+0.06","-0.21","+0.03","+0.25","-0.05","+0.18","-0.01","+0.1","-0.15","+0.19","","-0.08"
"730",="1714","和桐","9.52","+0.21","+2.26%","+0.07","-1.09","+1.81","-0.26","+0.85","+0.82","-0.01","-0.21","-0.81","-0.19","-0.95","+0.79","+0.05","-0.12",""
"216",="1717","長興","30.75","+0.05","+0.16%","+0.02","+0.32","+0.82","-0.12","-1.41","+1.81","-0.91","-1.37","+0.04","+0.67","+0.31","+0.56","-0.43","-0.62",""
"1278",="1718","中纖","9.07","+0.13","+1.45%","-0.27","-3.06","-0.97","+2.62","-3.13","+0.71","+3.22","-1.69","-0.4","+0.48","+0.11","-0.48","-0.66","+0.19",""
"553",="1720","生達","33.3","+1.05","+3.26%","+0.02","+0.43","+0.06","-0.38","+0.04","+0.07","-0.53","+0.12","+0.14","+0.12","+0.36","-0.14","-0.05","","+0.3"
"390",="1721","三晃","12.85","+0.1","+0.78%","+0.1","0","-0.67","+0.66","-0.6","-0.25","+0.7","-0.34","+0.49","+0.06","+0.03","+0.62","+0.46","-0.74",""
"408",="1722","台肥","39.3","-0.35","-0.88%","-0.19","+1.03","+0.74","+0.03","-1.67","-0.95","+0.47","+1.31","+0.34","-0.82","+0.54","-0.65","-2.61","+0.65",""
"742",="1723","中碳","123.5","+1.5","+1.23%","-0.11","-0.44","+0.58","+0.75","-0.41","-0.64","+2.68","+1.44","-1.18","+1.02","-0.1","-4.13","-0.92","+0.24",""
"158",="1724","台硝","14.1","-0.15","-1.05%","+0.35","+3.78","-0.43","+0.28","-0.16","-0.54","+0.08","+3.45","-1.98","-1.46","+0.03","+1.35","-0.25","","-0.76"
"398",="1725","元禎","14.8","+0.2","+1.37%","-0.11","-0.34","+0.22","-0.32","-0.36","-0.59","+0.46","-0.82","-1.64","+1.6","+0.26","+0.17","+0.04","-0.04",""
"473",="1726","永記","80.7","-0.1","-0.12%","+0.22","+0.27","+0.35","-0.59","-1.1","+1.85","-1.19","+0.85","+1.08","+0.94","+0.06","-0.59","+0.72","-0.6",""
"551",="1727","中華化","13.3","0","0%","-0.02","-0.13","-0.36","-0.06","+1.03","-0.77","+0.87","-0.2","-0.23","-0.12","-0.04","-0.15","-0.02","-0.11",""
"426",="1730","花仙子","41.5","+0.2","+0.48%","+0.19","+0.23","+0.17","-0.37","-0.05","+0.7","+0.33","+0.09","-0.2","+2.12","-1.58","+0.59","+0.31","","+0.13"
"643",="1731","美吾華","13.45","0","0%","0","-0.37","+0.03","+0.25","+0.15","-0.23","-0.05","-0.13","+0.13","+0.03","+0.13","-0.01","+0.08","+0.1",""
"1279",="1732","毛寶","12.4","0","0%","+0.01","+0.63","+0.66","-0.09","-0.37","+0.67","-0.26","-0.22","-0.34","-0.2","-0.03","+0.04","-0.37","+0.11",""
"538",="1733","五鼎","32.8","+0.05","+0.15%","-0.19","+0.18","+1.74","+0.61","-1.44","0","+1.33","+0.76","-0.11","-1.63","-1","-0.11","-2.63","-1.14",""
"1224",="1734","杏輝","21.7","-0.05","-0.23%","-0.12","+0.19","-1.31","+0.35","-0.33","+0.73","-0.28","-0.33","+0.26","+1.2","-1","-0.92","+0.01","+0.12",""
"936",="1735","日勝化","18.75","+0.2","+1.08%","-0.11","-1.41","-0.51","+0.84","-1.37","+1.86","-0.95","-0.23","+0.7","-0.32","+0.06","+0.5","-0.51","-0.35",""
"786",="1736","喬山","33.9","-0.55","-1.6%","-0.41","+2.5","+1.24","-8","-2.99","-0.35","+1.63","+2.58","+0.41","-0.03","+4.48","-6.88","+0.51","-0.87",""
"411",="1737","臺鹽","28.15","-0.05","-0.18%","-0.18","-3.84","+1.17","-1.06","-0.65","+1.23","-0.1","+0.05","-0.42","+0.18","+0.61","+0.27","+0.42","","+0.03"
"1280",="1742","台蠟","10.8","+0.05","+0.47%","-0.47","-0.16","+0.99","+0.14","-0.46","-1.18","+1.82","-4.17","-0.05","-0.67","-0.52","-0.96","-0.4","+0.49",""
"592",="1752","南光","37.1","+0.75","+2.06%","0","-0.08","-0.26","-0.2","-0.58","-0.9","-0.37","+0.27","+1.18","-1.38","+0.86","+1.41","+0.08","","-0.24"
"1003",="1762","中化生","22.15","+0.15","+0.68%","+0.16","","+1.73","-0.52","+1.68","+1.74","-1","-0.42","+0.06","-1.01","-1.06","+3.79","-3.2","-0.54",""
"439",="1773","勝一","77.5","-0.1","-0.13%","+0.07","-1.35","+0.37","+0.78","-1.79","+1.15","+1.36","-1.24","+0.43","-0.01","-0.55","+0.58","+1.15","","+0.52"
"125",="1776","展宇","21.5","0","0%","-0.01","-0.61","+0.16","+1.25","-0.83","+1.88","-1.26","-0.87","+1.21","-0.99","-0.24","+0.72","-0.49","-0.22",""
"605",="1777","生泰","82","+0.5","+0.61%","+0.27","+0.93","+0.4","-1.59","+0.63","-0.22","+1.23","-1.08","-0.48","+1.28","+1.83","+0.27","+0.07","","-2.45"
"1281",="1781","合世","12.35","0","0%","-1.01","-10.2","-2.92","+3.05","-2.06","+0.38","+3.35","-2.89","+2.64","-1.33","-1.7","-0.2","-0.28","+0.24",""
"1282",="1783","和康生","24.3","-0.2","-0.82%","+0.02","","","","","","","-0.4","+0.77","-0.01","-0.31","-0.62","+0.71","+0.28",""
"1283",="1784","訊聯","28.05","+0.25","+0.9%","-0.05","+0.63","-0.24","+1.43","-0.41","+0.78","-3.5","+1.36","+0.84","-0.23","-0.18","-0.42","-0.66","-0.04",""
"1284",="1785","光洋科","15.6","+0.4","+2.63%","-0.53","-2.15","+2.96","+5.7","-8.45","+2.18","+0.07","-3.23","+0.04","-1.23","+0.14","-3.73","+1.39","+0.88",""
"1285",="1786","科妍","40.15","-0.3","-0.74%","+0.29","","","","","+1.13","+1.46","+1.53","+0.24","-0.63","-1.34","+1.46","-1.56","","+0.92"
"159",="1787","福盈科","24.4","+0.1","+0.41%","-0.12","-1","-0.81","-0.11","-1.14","+0.25","+0.82","-1.07","+0.37","+0.6","+0.46","+0.12","+0.06","-0.05",""
"437",="1788","杏昌","96.7","+0.1","+0.1%","+0.19","+0.38","+0.33","+0.25","-0.54","+0.11","+0.63","-0.04","+0.64","+0.89","+0.02","-0.08","-0.27","+0.98",""
"1056",="1789","神隆","36.5","+1.95","+5.64%","-0.15","","","","","","-0.08","-0.25","+0.24","+0.08","-1.19","+0.18","0","","-0.21"
"1286",="1795","美時","52","+0.3","+0.58%","-0.17","+0.2","-0.13","+0.19","-0.42","-1.26","+0.25","-1.2","-3.36","+4.42","-2.61","+2.85","-1","-0.5",""
"1287",="1799","易威","22.2","+0.15","+0.68%","-0.45","+1.35","+0.07","-0.21","-0.94","-1.16","-0.89","-2.49","-0.92","-2.83","+4.17","-0.11","-1.5","-0.33",""
"1288",="1802","台玻","15.8","+0.1","+0.64%","-0.28","-0.75","-0.43","+0.27","-1.18","0","+1.85","-1.4","-1.88","+0.39","+0.44","-2.03","+1.35","+0.52",""
"1289",="1805","寶徠","13.05","+0.05","+0.38%","+0.36","+5.4","+3.19","-2.19","-3.23","+1.19","-0.4","+3.03","+0.07","+1.36","-2.55","+1.31","-2.81","+0.31",""
"1290",="1806","冠軍","8.15","+0.31","+3.95%","-0.03","+0.2","+0.69","+0.47","-1.15","+1.58","+1.12","-1.17","-2.9","+1.33","-1.79","+0.98","+0.25","-0.41",""
"6",="1808","潤隆","36.55","-0.3","-0.81%","+0.23","+1.57","+2.58","-4.12","+0.45","+0.07","+0.06","+3.3","-1.16","-4.09","+3.37","+0.57","+0.11","-0.61",""
"982",="1809","中釉","12.4","-0.1","-0.8%","+0.05","+0.44","+0.01","0","+0.15","+0.72","-0.23","+0.13","-0.64","+0.11","+0.12","-0.48","+0.23","-0.59",""
"1291",="1810","和成","9.6","+0.01","+0.1%","+0.21","+1.85","+0.35","-1.26","+0.44","-0.33","+0.73","+0.05","0","+0.37","0","-0.14","+0.46","","-0.53"
"479",="1813","寶利徠","20.4","+0.15","+0.74%","+0.05","+1.11","-0.22","+1","-0.49","-0.33","-0.22","+0.44","+1.53","-1.22","-0.04","+0.03","-1.04","-0.68",""
"838",="1815","富喬","15.9","-0.1","-0.62%","-0.19","-0.34","0","-1.11","-1.12","-1.94","+3.51","-0.63","-2.18","+0.55","+0.05","+0.91","+0.05","+0.28",""
"401",="1817","凱撒衛","41","+0.15","+0.37%","+0.16","","","","","","","-0.63","+0.08","+0.67","-0.03","+0.67","+0.22","+0.14",""
"1292",="1902","台紙","19","+0.1","+0.53%","-0.14","-1.55","+0.86","+0.7","+0.07","-1.32","+2.81","-2.02","-0.98","+0.51","+0.01","+0.4","-1.14","+0.11",""
"1293",="1903","士紙","31.95","+0.1","+0.31%","+0.06","+0.15","+1.1","+1.16","-1.5","-0.49","+0.28","+0.34","-0.31","-0.01","-1.05","+1.1","-0.09","+0.11",""
"899",="1904","正隆","17.55","-0.05","-0.28%","+0.01","-0.7","+0.35","-0.15","-0.48","+1","+0.43","-0.67","+0.2","+0.07","-0.42","+0.36","+0.11","+0.04",""
"823",="1905","華紙","10.95","+0.15","+1.39%","-0.04","+0.36","-0.42","+0.63","-1.23","-0.98","+2.34","-1.52","-0.31","-0.26","+0.57","+0.64","-0.31","+0.1",""
"500",="1906","寶隆","31.5","+0.3","+0.96%","+0.55","+0.01","+0.48","-0.03","+0.03","-0.12","-0.18","+0.24","-0.77","+0.44","+1.15","-0.65","+6.03","","+1.77"
"1294",="1907","永豐餘","11.8","+0.05","+0.43%","-0.12","-0.64","-0.22","-0.02","-0.92","+1.36","-0.25","+0.32","-0.55","-0.29","-0.01","-0.06","-0.22","+0.41",""
"771",="1909","榮成","42.8","+0.05","+0.12%","+0.14","-0.18","+0.14","-0.55","-0.42","-0.13","+0.98","-0.04","-0.18","+0.52","-0.11","+0.03","+1.67","+0.74",""
"778",="2002","中鋼","24.6","-0.1","-0.4%","-0.35","-0.43","-1.27","+0.93","-2.46","-0.49","+1.29","-1.47","-0.98","+0.67","+0.38","-0.94","+0.55","+0.09",""
"798","2002A","中鋼特","42.2","0","0%","","","","","","","","","","","","","","",""
"423",="2006","東和鋼鐵","24.65","+0.05","+0.2%","-0.24","-1.21","+1.3","+0.36","-2.98","-0.9","+0.34","+1.44","-0.96","+0.34","-1.06","+0.21","+0.22","+0.01",""
"1295",="2007","燁興","4.7","0","0%","-0.08","-2.14","+0.33","+1","-0.18","+0.54","+0.53","-0.58","-1.23","-0.11","+0.34","+0.2","+0.38","-0.05",""
"1296",="2008","高興昌","10.4","+0.15","+1.46%","-0.17","-5.82","+3.13","+1.44","-0.66","-0.67","-0.93","+0.54","-0.62","+15.1","-14.4","+2.02","-1.27","-0.18",""
"1297",="2009","第一銅","10.75","+0.15","+1.42%","-0.1","-0.01","+0.85","-0.37","-3","+3.54","-0.56","-1.31","+0.15","+0.07","+0.25","-1.32","+0.51","+0.45",""
"251",="2010","春源","11.15","-0.05","-0.45%","-0.19","-1.37","-0.61","-0.52","-0.17","+0.07","+0.74","-0.53","-0.31","+0.12","0","+0.3","0","-0.26",""
"427",="2012","春雨","14.35","0","0%","-0.03","-0.54","-0.14","-0.01","+0.18","-3.64","+2.87","+0.88","-1.6","+1.22","-0.01","+0.03","+0.39","","+0.06"
"1138",="2013","中鋼構","19.35","-0.05","-0.26%","-0.03","+0.25","+0.48","+0.2","-0.22","-0.03","+0.64","+0.78","+0.19","-0.81","-0.93","-0.42","-0.53","","-0.15"
"1298",="2014","中鴻","11.35","+0.15","+1.34%","0","-5.21","+7.81","-1.87","-5.02","+3.27","+0.78","-2.83","-0.71","+2.52","+0.05","-0.96","+2.14","","-0.04"
"337",="2015","豐興","52","0","0%","-0.34","-3.32","+1.47","-0.77","-1.19","-0.76","+1.43","+0.53","-1.81","-0.29","+0.38","+0.58","-0.33","","+0.56"
"727",="2017","官田鋼","9.5","+0.09","+0.96%","0","-1.26","+0.4","-1.8","+0.53","+1.55","+0.94","-0.56","-1.52","+0.78","-0.12","-0.15","+1.16","+0.21",""
"318",="2020","美亞","13.6","-0.05","-0.37%","-0.2","-3.97","+3.39","+0.15","-5.78","+3","+1.13","-3.4","+1.86","+0.27","+0.24","-2.37","+3.1","+0.05",""
"1299",="2022","聚亨","6.03","+0.02","+0.33%","-0.14","-1.84","-0.53","+0.96","-0.51","-2.22","+3.51","-0.65","-0.94","+0.08","+0.65","-1.06","+0.9","-0.24",""
"59",="2023","燁輝","11.4","+0.05","+0.44%","-0.13","-1.86","+0.29","-0.3","-0.46","-0.5","0","+0.14","-0.99","+1.12","+0.27","-1.3","+2.02","-0.1",""
"364",="2024","志聯","10.65","+0.2","+1.91%","+0.08","-1.04","+2.21","-1.39","+0.42","-2.58","+3.39","-0.04","-2","+1.38","+0.79","-0.92","+0.69","","+0.16"
"1300",="2025","千興","2.82","-0.08","-2.76%","-0.04","-1.39","+1.87","-1.12","-3.05","+2.96","+0.29","-1.65","-0.26","+0.37","+0.89","-1.15","+1.78","","-0.18"
"685",="2027","大成鋼","20.45","+0.05","+0.25%","-0.24","-0.71","+4.27","-1.65","-12.4","+7.66","+0.59","-0.55","-0.09","-0.28","+2.15","-2.8","+0.97","+0.66",""
"1301",="2028","威致","9.38","-0.03","-0.32%","+0.2","+1.24","+2.38","-0.1","-3.48","+3.37","-0.17","-0.79","-0.32","-1.16","-0.72","-1.07","+3.17","","+1.51"
"124",="2029","盛餘","32.85","-0.15","-0.45%","-0.16","-3.26","+1.43","-1.69","-0.33","-2.05","+0.34","+1.13","-1.02","+1.11","-0.23","-1.65","+4.25","0",""
"1067",="2030","彰源","16.6","+0.2","+1.22%","-0.24","-1.81","+2.57","-2.27","-4.97","+3.11","+0.88","-2.44","-0.37","+1.5","+1.36","-2.52","+2.09","","+0.8"
"242",="2031","新光鋼","28.3","-0.5","-1.74%","-0.41","-7.59","+2.6","+0.87","-1.76","-2.65","+3.62","-2","-1.49","+1.98","-0.37","-2.28","+4.12","","+0.36"
"674",="2032","新鋼","10.1","+0.1","+1%","-0.16","-2.82","+4.95","-4.5","-1.69","+2.08","+0.59","-0.96","-0.04","+0.24","+0.12","-0.18","+0.3","","-0.38"
"806",="2033","佳大","9.12","0","0%","-0.02","-0.68","+0.27","-0.31","+1.43","-1.88","+1.5","-0.31","-0.36","-0.74","+0.04","+0.15","+0.61","","0"
"173",="2034","允強","26","-0.2","-0.76%","-0.26","-3.44","+6.08","-4.84","-2.79","+0.52","+0.92","-0.28","-0.39","+0.89","+0.9","-1.22","+0.51","","+0.28"
"1302",="2035","唐榮","45.2","-0.1","-0.22%","-0.1","+0.37","+3.56","-6.54","-6.79","+11.4","-4.56","+1.26","-2.73","-1.41","+3.76","-3.66","+4.1","","-0.2"
"259",="2038","海光","8.01","+0.04","+0.5%","-0.18","-1.25","+1.07","+0.3","+0.64","-4.68","+1.51","+1.07","-1.06","-0.77","-0.51","-0.27","+1.81","-0.3",""
"1214",="2049","上銀","317.5","+5.5","+1.76%","+0.17","+0.33","-0.08","+1.67","-0.69","-2.67","+6.1","+8.82","-8.1","-0.17","+1.24","-3.1","-1.27","","+3.6"
"1031",="2059","川湖","390.5","-5","-1.26%","+0.54","-0.7","-0.94","+0.14","+1.5","-2.53","+0.18","+2.09","+1.69","+3.45","+4.09","+1.2","-3.69","","-3.09"
"1303",="2061","風青","10.9","+0.2","+1.87%","-0.12","+0.12","-0.33","-0.77","-0.73","+2.01","-0.31","-1.76","-0.37","-0.72","+0.6","-0.76","+1.57","+0.29",""
"939",="2062","橋椿","37.7","-0.35","-0.92%","+0.01","","","-0.71","-1.95","+0.77","+1.4","-1.47","-0.53","+3.55","-1.73","+0.01","+0.75","","-2.09"
"792",="2063","世鎧","35.7","+0.1","+0.28%","-0.14","","","","","-0.41","+1.99","-0.44","-2.46","-0.13","+0.66","-0.24","-0.12","+0.25",""
"62",="2064","晉椿","17.2","-0.3","-1.71%","-0.15","","","","","","","","-4.1","+3.82","+0.6","-1.46","+0.37","","-0.52"
"33",="2065","世豐","29.15","-0.35","-1.19%","+0.33","","","","","","","+3.11","-3.02","+25","-24.6","+0.33","+1.18","-0.81",""
"471",="2066","世德","100.5","+1","+1.01%","+0.37","","","","","","","","-0.82","+2.14","+1.05","+0.54","-1.08","-0.89",""
"1304",="2067","嘉鋼","13.2","-0.1","-0.75%","-0.8","","","","","","","","-1","-0.82","-0.12","-3.9","+1.83","","-1"
"212",="2069","運錩","25","0","0%","+1.81","","","","","","","","","","","","+1.81","-0.12",""
"614",="2101","南港","27.1","0","0%","-0.19","+1.84","-1.43","-0.03","-4.74","+2.83","-0.96","+1.07","-1.78","+0.28","-0.15","+0.57","+0.28","","-0.46"
"1201",="2102","泰豐","13.75","-0.1","-0.72%","-0.19","-0.25","-0.1","+0.07","-2.6","+2.5","-0.99","+0.42","-0.28","+0.47","-0.6","+0.27","-1.24","-1.46",""
"895",="2103","台橡","35","+0.35","+1.01%","-0.06","+1.13","+0.11","+1.88","-0.76","-0.67","+1.46","+2.98","-4.76","-1.37","-0.52","-0.74","+0.56","-0.51",""
